unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
450,scene,youth_hostel-s,0.03714786408988654,black-c,139916835.0,3017009.0,770281.0,0.005418273035264317,bed,5899566.0,1980906.0,181210.0,0.023536022023929046,footboard,366693.0,579112.0,10135.0,0.010831810360490343,youth_hostel-s,614656.0,1075029.0,60520.0,0.03714786408988654,,24924928.0,285594.0,246928.0,0.0098915244335411
86,object,house,0.0370929927209127,black-c,139916835.0,3236447.0,693093.0,0.00486516973524442,house,1833277.0,2119996.0,141394.0,0.0370929927209127,balcony,317196.0,625566.0,33547.0,0.03689666360541786,warehouse-indoor-s,715008.0,1528523.0,78016.0,0.036026534103896765,grid,1682240.0,273316.0,54606.0,0.028725637181409296
167,scene,sandbox-s,0.03672240899665877,orange-c,30348501.0,3417369.0,203236.0,0.006055424612978827,cup,140967.0,1016237.0,21374.0,0.01881795691256614,arm,2299112.0,585098.0,46834.0,0.016506095772995895,sandbox-s,200704.0,299781.0,17728.0,0.03672240899665877,,24924928.0,95018.0,83220.0,0.003337246437242804
266,part,water tank,0.03630417421947292,grey-c,159331282.0,3139618.0,956558.0,0.0059224338108624435,toilet,310112.0,1211055.0,43764.0,0.02962224931179915,water tank,81859.0,408659.0,17184.0,0.03630417421947292,corridor-s,1530368.0,920113.0,73358.0,0.030859993361723393,potholed,1580544.0,166478.0,10480.0,0.006034982165706329
227,texture,cracked,0.036208079463417135,brown-c,182265724.0,3207379.0,1677402.0,0.00912644850164368,earth,4188226.0,2170532.0,215661.0,0.03510623387519357,wheel,1513439.0,1042355.0,39714.0,0.015784076817907222,savanna-s,137984.0,888714.0,35112.0,0.03540993922867003,cracked,1593088.0,430730.0,70718.0,0.036208079463417135
143,scene,alley-s,0.036161365679222256,black-c,139916835.0,3354848.0,1005598.0,0.0070684309616026895,building,35246027.0,2633191.0,1091006.0,0.029656401893084664,fire escape,51663.0,739464.0,16365.0,0.02112261571940802,alley-s,1091328.0,1886234.0,103915.0,0.036161365679222256,flecked,1580544.0,499590.0,59471.0,0.029431429189330432
202,scene,street-s,0.036146453700727284,green-c,63326720.0,3127836.0,523813.0,0.007944897572290366,building,35246027.0,2450790.0,935285.0,0.025441948393228008,hair,989801.0,1111034.0,39710.0,0.019266177451634423,street-s,28111104.0,1730405.0,1041035.0,0.036146453700727284,,24924928.0,80138.0,68655.0,0.002753202936862085
507,scene,bow_window-outdoor-s,0.03583345756575444,yellow-c,34166024.0,3078425.0,187989.0,0.0050730425950023285,building,35246027.0,1692777.0,433689.0,0.011880225551953472,shop window,233888.0,703605.0,18221.0,0.01982111932050579,bow_window-outdoor-s,288512.0,927427.0,42064.0,0.03583345756575444,interlaced,1630720.0,296521.0,39272.0,0.020801189002573665
225,texture,chequered,0.03570115064882098,blue-c,61494563.0,3149411.0,365186.0,0.005681283225190867,building,35246027.0,1781891.0,831649.0,0.022976097343071464,windows,68737.0,659389.0,18161.0,0.025580134231969177,fire_escape-s,163072.0,1415767.0,41707.0,0.027132998337162977,chequered,1530368.0,201518.0,59699.0,0.03570115064882098
262,part,hair,0.03532760606046127,red-c,21004512.0,3150494.0,227050.0,0.009488900765280578,person,14523849.0,995026.0,262670.0,0.017217256847295904,hair,989801.0,743677.0,59150.0,0.03532760606046127,wine_cellar-bottle_storage-s,150528.0,159979.0,6836.0,0.022511204560198363,spiralled,1605632.0,159277.0,14624.0,0.00835521072282514
216,part,headboard,0.035245479612284476,orange-c,30348501.0,2921890.0,226407.0,0.006851685922617564,bed,5899566.0,1195646.0,142171.0,0.020447312190450193,headboard,500152.0,653979.0,39293.0,0.035245479612284476,hotel_room-s,2207744.0,842785.0,60855.0,0.020355062123830224,crosshatched,1743616.0,29316.0,2347.0,0.001325550594859891
48,object,road,0.03512612230432202,green-c,63326720.0,3319561.0,543492.0,0.008221922376074026,road,12902886.0,3111278.0,543427.0,0.03512612230432202,crosswalk,241792.0,1321250.0,46232.0,0.030479756858143078,street-s,28111104.0,2109888.0,1004200.0,0.034370645483597244,meshed,1756160.0,289526.0,21561.0,0.010652010127833015
171,scene,highway-s,0.03504279227208162,grey-c,159331282.0,3255575.0,964258.0,0.005966108737058485,road,12902886.0,2448290.0,405269.0,0.027115718035713724,wheel,1513439.0,1440183.0,58572.0,0.020231774926167078,highway-s,4076800.0,838848.0,166426.0,0.03504279227208162,porous,1856512.0,412274.0,45230.0,0.02034129115704754
59,scene,gas_station-s,0.03481406393611707,grey-c,159331282.0,2965878.0,693052.0,0.004288579099734272,door,5745972.0,1197063.0,118815.0,0.017410781012335477,coach,689166.0,436774.0,12226.0,0.010977683678215413,gas_station-s,301056.0,749391.0,35340.0,0.03481406393611707,spiralled,1605632.0,213851.0,40699.0,0.022880237285696294
317,part,coach,0.03433067485916706,blue-c,61494563.0,3172761.0,346518.0,0.0053873392071610545,train,1646804.0,2526888.0,107619.0,0.02646755235333945,coach,689166.0,727565.0,47023.0,0.03433067485916706,lighthouse-s,589568.0,1608840.0,48793.0,0.022698483216762072,,24924928.0,243674.0,233865.0,0.009379084287113195
5,scene,dining_room-s,0.034119458065425635,yellow-c,34166024.0,3126993.0,210694.0,0.005681790755126101,windowpane,8841352.0,1721764.0,197712.0,0.01907422035841536,column,193649.0,734402.0,25931.0,0.02874451292510974,dining_room-s,5694976.0,1317811.0,231378.0,0.034119458065425635,,24924928.0,91678.0,82789.0,0.003320350029038875
21,object,house,0.0338604471016675,red-c,21004512.0,3022309.0,115716.0,0.00483942502866346,house,1833277.0,1946462.0,123792.0,0.0338604471016675,roof,443437.0,680435.0,28860.0,0.026355875552048744,corridor-s,1530368.0,1056351.0,63932.0,0.02534181442983494,,24924928.0,188873.0,156882.0,0.006286112480470846
